,Unnamed: 0,title,section,subsection,p_number,shorturl,pubinfo,text
942,942,Action-based Theories of Perception,4. Skill/Disposition Theories,,18,action-perception,"First published Wed Jul 8, 2015","  To suppose that … the content of intentions can be taken as unproblematically primitive in explaining how the content of experience is possible, is to succumb to the myth of the giving. (Hurley 1998: 241)"
943,943,Action-based Theories of Perception,4. Skill/Disposition Theories,,19,action-perception,"First published Wed Jul 8, 2015","The idea behind this objection is that one is simply shifting the debt from one credit card to another when one takes as problematic the spatial content of perception, and then appeals to motor behavior as the supplier of this content. For then, of course, the question will be: Whence the spatial content of motor behavior?"
944,944,Action-based Theories of Perception,4. Skill/Disposition Theories,,20,action-perception,"First published Wed Jul 8, 2015","The disposition theory, however, does not posit any such unilateral reduction (though Taylor’s bold readiness theory arguably does, see Section 3.2.2 above). As discussed above, Evans explicitly claims that the behavioral space is holistically determined by both behavior and perception. And on Grush’s account spatial content is implemented in the construction of basis function values, and these values coordinate transitions from perceptual input to behavioral output. As such, they are highly analogous to inferences whose conditions of application are given in sensory-plus-postural terms and whose consequences of application manifest in behavioral terms. The import of the states that represent these basis function values is no more narrowly motor than the meaning of a conditional can be identified with its consequent (or its antecedent, for that matter) in isolation."
945,945,Action-based Theories of Perception,4. Skill/Disposition Theories,,21,action-perception,"First published Wed Jul 8, 2015","Another very common objection, one that is often leveled at many forms of motor theory, has to do with the fact that even paralyzed people, with very few possibilities for action, seem capable in many cases of normal spatial perception. Such objections would, at a minimum, place significant pressure on any views that explain perceptual content by appeal to actual behavior. It is also easy to see how even hypothetical behavior would be called into question in such cases, since in many such cases behavior is not physically possible. Grush’s theory (2007), right or wrong, has something specific to say about this objection. Since spatial content is taken to be manifested in the production of basis function values in the cortex, the prediction is that any impairments manifesting farther down the chain, the brain stem or spinal cord, for example, need have no direct effect on spatial content. So long as the relevant brain areas have the wherewithal to produce sets of basis function values suitable for constructing a motor sequence (if multiplied by the action-type-specific coefficients), then the occasioning perceptual episode will have spatial content."
946,946,Action at a Distance in Quantum Mechanics,1. Introduction,,22,qm-action-distance,"First published Fri Jan 26, 2007","  The quantum realm involves curious correlations between distant events. A well-known example is David Bohm's (1951) version of the famous thought experiment that Einstein, Podolsky and Rosen proposed in 1935 (henceforth, the EPR/B experiment). Pairs of particles are emitted from a source in the so-called spin singlet state and rush in opposite directions (see Fig. 1 below). When the particles are widely separated from each other, they each encounter a measuring apparatus that can be set to measure their spin components along various directions. Although the measurement events are distant from each other, so that no slower-than-light or light signal can travel between them, the measurement outcomes are curiously  correlated.[1]  That is, while the outcome of each of the distant spin measurements seems to be a matter of pure chance, they are correlated with each other: The joint probability of the distant outcomes is different from the product of their single probabilities. For example, the probability that each of the particles will spin clockwise about the z-axis in a z-spin measurement (i.e., a measurement of the spin component along the z direction) appears to be ½. Yet, the outcomes of such measurements are perfectly anti-correlated: If the left-hand-side (L-) particle happens to spin clockwise (anti-clockwise) about the z-axis, the right-hand-side (R-) particle will spin anti-clockwise (clockwise) about that axis. And this is true even if the measurements are made simultaneously."
947,947,Action at a Distance in Quantum Mechanics,1. Introduction,,23,qm-action-distance,"First published Fri Jan 26, 2007","       Figure 1: A schematic illustration of the EPR/B experiment. Particle pairs in the spin singlet state are emitted in opposite directions and when they are distant from each other (i.e., space-like separated), they encounter measurement apparatuses that can be set to measure spin components along various directions.  "
948,948,Action at a Distance in Quantum Mechanics,1. Introduction,,24,qm-action-distance,"First published Fri Jan 26, 2007","  The curious EPR/B correlations strongly suggest the existence of non-local influences between the two measurement events, and indeed orthodox ‘collapse’ quantum mechanics supports this suggestion. According to this theory, before the measurements the particles do not have any definite spin. The particles come to possess a definite spin only with the first spin measurement, and the outcome of this measurement is a matter of chance. If, for example, the first measurement is a z-spin measurement on the L-particle, the L-particle will spin either clockwise or anti-clockwise about the z-axis with equal chance. And the outcome of the L-measurement causes an instantaneous change in the spin properties of the distant R-particle. If the L-particle spins clockwise (anti-clockwise) about the z-axis, the R-particle will instantly spin anti-clockwise (clockwise) about the same axis. (It is common to call spins in opposite directions ‘spin up’ and ‘spin down,’ where by convention a clockwise spinning may be called ‘spin up’ and anti-clockwise spinning may be called ‘spin down.’)"
949,949,Action at a Distance in Quantum Mechanics,1. Introduction,,25,qm-action-distance,"First published Fri Jan 26, 2007","  It may be argued that orthodox quantum mechanics is false, and that the non-locality postulated by it does not reflect any non-locality in the quantum realm. Alternatively, it may be argued that orthodox quantum mechanics is a good instrument for predictions rather than a fundamental theory of the physical nature of the universe. On this instrumental interpretation, the predictions of quantum mechanics are not an adequate basis for any conclusion about non-locality: This theory is just an incredible oracle (or a crystal ball), which provides a very successful algorithm for predicting measurement outcomes and their probabilities, but it offers little information about ontological matters, such as the nature of objects, properties and causation in the quantum realm."
950,950,Action at a Distance in Quantum Mechanics,1. Introduction,,26,qm-action-distance,"First published Fri Jan 26, 2007","  Einstein, Podolsky and Rosen (1935) thought that quantum mechanics is incomplete and that the curious correlations between distant systems do not amount to action at a distance between them. The apparent instantaneous change in the R-particle's properties during the L-measurement is not really a change of properties, but rather a change of knowledge. (For more about the EPR argument, see the entry on the EPR argument, Redhead 1987, chapter 3, and Albert 1992, chapter 3. For discussions of the EPR argument in the relativistic context, see Ghirardi and Grassi 1994 and Redhead and La Riviere 1997.) On this view, quantum states of systems do not always reflect their complete state. Quantum states of systems generally provide information about some of the properties that systems possess and information about the probabilities of outcomes of measurements on them, and this information does not generally reflect the complete state of the systems. In particular, the information encoded in the spin singlet state is about the probabilities of measurement outcomes of spin properties in various directions, about the conditional probabilities that the L- (R-) particle has a certain spin property given that the R- (L-) particle has another spin property, and about the anti-correlation between the spins that the particles may have in any given direction (for more details, see section 5.1). Thus, the outcome of a z-spin measurement on the L-particle and the spin singlet state (interpreted as a state of knowledge) jointly provide information about the z-spin property of the R-particle. For example, if the outcome of the L-measurement is z-spin ‘up,’ we know that the R-particle has z-spin ‘down’; and if we assume, as EPR did, that there is no curious action at a distance between the distant wings (and that the change of the quantum-mechanical state of the particle pair in the L-measurement is only a change in state of knowledge), we could also conclude that the R-particle had z-spin ‘down’ even before the L-measurement occurs."
951,951,Action at a Distance in Quantum Mechanics,1. Introduction,,27,qm-action-distance,"First published Fri Jan 26, 2007","  How could the L-outcome change our knowledge/ignorance about the R-outcome if it has no influence on it? The simplest and most straightforward reply is that the L- and the R- outcome have a common cause that causes them to be correlated, so that knowledge of one outcome provides knowledge about the  other.[2]  Yet, the question is whether the predictions of orthodox quantum mechanics, which have been highly confirmed by various experiments, are compatible with the quantum realm being local in the sense of involving no influences between systems between which light and slower-than-light signals cannot travel (i.e., space-like separated systems). More particularly, the question is whether it is possible to construct a local, common-cause model of the EPR/B experiment, i.e., a model that postulates no influence between systems/events in the distant wings of the experiment, and that the correlation between them are due to the state of the particle pair at the source. In 1935, Einstein, Podolsky and Rosen believed that this is possible. But, as John Bell demonstrated in 1964, this belief is difficult to uphold."
952,952,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,28,qm-action-distance,"First published Fri Jan 26, 2007","  In a famous theorem, John Bell (1964) demonstrated that granted some plausible assumptions, any local model of the EPR/B experiment is committed to certain inequalities about the probabilities of measurement outcomes, ‘the Bell inequalities,’ which are incompatible with the quantum-mechanical predictions. When Bell proved his theorem, the EPR/B experiment was only a thought experiment. But due to technological advances, various versions of this experiment have been conducted since the 1970s, and their results have overwhelmingly supported the quantum-mechanical predictions (for brief reviews of these experiments and further references, see the entry on Bell's theorem and Redhead 1987, chapter 4, section 4.3 and ‘Notes and References’). Thus, a wide consensus has it that the quantum realm involves some type of non-locality."
953,953,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,29,qm-action-distance,"First published Fri Jan 26, 2007","  The basic idea of Bell's theorem is as follows. A model of the EPR/B experiment postulates that the state of the particle pair together with the apparatus settings to measure (or not to measure) certain spin properties determine the probabilities for single and joint spin-measurement outcomes. A local Bell model of this experiment also postulates that probabilities of joint outcomes factorize into the single probabilities of the L- and the R- outcomes: The probability of joint outcomes is equal to the product of the probabilities of the single outcomes. More formally, let λ denote the pair's state before any measurement occurs. Let l denote the setting of the L-measurement apparatus to measure spin along the l-axis (i.e., the l-spin of the L-particle), and let r denote the setting of the R-measurement apparatus to measure spin along the r-axis (i.e., the r-spin of the R-particle). Let xl be the outcome of a l-spin measurement in the L-wing, and let yr be the outcome of a r-spin measurement in the R-wing; where xl is either the L-outcome l-spin ‘up’ or the L-outcome l-spin ‘down,’ and yr is either the R-outcome r-spin ‘up’ or the R-outcome r-spin ‘down.’ Let Pλ l r(xl & yr) be the joint probability of the L- and the R-outcome, and Pλ l(xl) and Pλ r(yr) be the single probabilities of the L- and the R-outcome, respectively; where the subscripts λ, l and r denote the factors that are relevant for the probabilities of the outcomes xl and yr. Then, for any λ, l, r, xl and  yr:[3]"
954,954,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,30,qm-action-distance,"First published Fri Jan 26, 2007",  Factorizability  Pλ l r(xl  & yr) =  Pλ l(xl)  ·  Pλ r(yr). 
955,955,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,31,qm-action-distance,"First published Fri Jan 26, 2007","  (Here and henceforth, for simplicity's sake we shall denote events and states, such as the measurement outcomes, and the propositions that they occur by the same symbols.)"
956,956,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,32,qm-action-distance,"First published Fri Jan 26, 2007","  The state λ is typically thought of as the pair's state at the emission time, and it is assumed that this state does not change in any relevant sense between the emission and the first measurement. It is (generally) a different state from the quantum-mechanical pair's state ψ. ψ is assumed to be an incomplete state of the pair, whereas λ is supposed to be a (more) complete state of the pair. Accordingly, pairs with the same state ψ may have different states λ which give rise to different probabilities of outcomes for the same type of measurements. Also, the states λ may be unknown, hidden, inaccessible or uncontrollable."
957,957,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,33,qm-action-distance,"First published Fri Jan 26, 2007","  Factorizability is commonly motivated as a locality condition. In non-local models of the EPR/B experiment, the correlations between the distant outcomes are accounted for by non-local influences between the distant measurement events. For example, in orthodox quantum mechanics the first spin measurement on, say, the L-particle causes an immediate change in the spin properties of the R-particle and in the probabilities of future outcomes of spin measurements on this particle. By contrast, in local models of this experiment the correlations are supposed to be accounted for by a common cause—the pair's state λ (see Fig. 2 below): The pair's state and the L-setting determine the probability of the L-outcome; the pair's state and the R-setting determine the probability of the R-outcome; and the pair's state and the L- and the R-setting determine the probability of joint outcomes, which (as mentioned above) is simply the product of these single probabilities. The idea is that the probability of each of the outcomes is determined by ‘local events,’ i.e., events that are confined to its backward light-cone, and which can only exert subluminal or luminal influences on it (see Figure 3 below); and the distant outcomes are fundamentally independent of each other, and thus their joint probability factorizes. (For more about this reasoning, see sections 6 and 8-9.)"
958,958,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,34,qm-action-distance,"First published Fri Jan 26, 2007",      Figure 2: A schematic common-cause model of the EPR/B experiment.  Arrows denote causal connections.  
959,959,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,35,qm-action-distance,"First published Fri Jan 26, 2007","      Figure 3: A space-time diagram of a local model of the EPR/B experiment. The circles represent the measurement events, and the cones represent their backward light cones, i.e., the boundaries of all the subluminal and luminal influences on them. The dotted lines denote the propagation of the influences of the pair's state at the emission and of the settings of the measurement apparatuses on the measurement outcomes.  "
960,960,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,36,qm-action-distance,"First published Fri Jan 26, 2007","  A Bell model of the EPR/B experiment also postulates that for each quantum-mechanical state ψ there is a distribution ρ over all the possible pair states λ, which is independent of the settings of the apparatuses. That is, the distribution of the (‘complete’) states λ depends on the (‘incomplete’) state ψ, and this distribution is independent of the particular choice of measurements in the L- and R-wing (including the choice not to measure any quantity). Or formally, for any quantum-mechanical state ψ, L-settings l and l′, and R-settings r and r′:"
961,961,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,37,qm-action-distance,"First published Fri Jan 26, 2007",  λ-independence   ρψ l r(λ) =  ρψ l′ r(λ) =  ρψ l r′(λ) =  ρψ l′ r′(λ) =  ρψ(λ) 
962,962,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,38,qm-action-distance,"First published Fri Jan 26, 2007",  where the subscripts denote the factors that are potentially relevant for the distribution of the states λ.
963,963,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,39,qm-action-distance,"First published Fri Jan 26, 2007","  Although the model probabilities (i.e., the probabilities of outcomes prescribed by the states λ) are different from the corresponding quantum-mechanical probabilities of outcomes (i.e., the probabilities prescribed by the quantum-mechanical states ψ), the quantum mechanical probabilities (which have been systematically confirmed) are recovered by averaging over the model probabilities. That is, it is supposed that the quantum-mechanical probabilities Pψ l r(xl & yr), Pψ l(xl) and Pψ r(yr) are obtained by averaging over the model probabilities Pλ l r(xl & yr), Pλ l (xl) and Pλ r(yr), respectively: For any ψ, l, r, xl and yr,"
964,964,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,40,qm-action-distance,"First published Fri Jan 26, 2007",  Empirical Adequacy     Pψ l r(xl  & yr) =     ∫λ Pλ l r(xl   & yr) ·  ρψ l r(λ)  Pψ l(xl)   =  ∫λ Pλ l(xl )  ·  ρψ l(λ)  Pψ r(yr)   =  ∫λ Pλ r(yr)  ·  ρψ r(λ).[4] 
965,965,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,41,qm-action-distance,"First published Fri Jan 26, 2007","  The assumption of λ-independence is very plausible. It postulates that (complete) pair states at the source are uncorrelated with the settings of the measurement apparatuses. And independently of one's philosophical view about free will, this assumption is strongly suggested by our experience, according to which it seems possible to prepare the state of particle pairs at the source independently of the set up of the measurement apparatuses."
966,966,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,42,qm-action-distance,"First published Fri Jan 26, 2007","  There are two ways to try to explain a failure of λ-independence. One possible explanation is that pairs' states and apparatus settings share a common cause, which always correlates certain types of pairs' states λ with certain types of L- and R-setting. Such a causal hypothesis will be difficult to reconcile with the common belief that apparatus settings are controllable at experimenters' will, and thus could be set independently of the pair's state at the source. Furthermore, thinking of all the different ways one can measure spin properties and the variety of ways in which apparatus settings can be chosen, the postulation of such common cause explanation for settings and pairs' states would seem highly ad hoc and its existence conspiratorial."
967,967,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,43,qm-action-distance,"First published Fri Jan 26, 2007","  Another possible explanation for the failure of λ-independence is that the apparatus settings influence the pair's state at the source, and accordingly the distribution of the possible pairs' states λ is dependent upon the settings. Since the settings can be made after the emission of the particle pair from the source, this kind of violation of λ-independence would require backward causation. (For advocates of this way out of non-locality, see Costa de Beauregard 1977, 1979, 1985, Sutherland 1983, 1998, 2006 and Price 1984, 1994, 1996, chapters 3, 8 and 9.) On some readings of John Cramer's (1980, 1986) transactional interpretation of quantum mechanics (see Maudlin 1994, pp. 197-199), such violation of λ-independence is postulated. According to this interpretation, the source sends ‘offer’ waves forward to the measurement apparatuses, and the apparatuses send ‘confirmation’ waves (from the space-time regions of the measurement events) backward to the source, thus affecting the states of emitted pairs according to the settings of the apparatuses.  The question of whether such a theory can reproduce the predictions of quantum mechanics is a controversial matter (see Maudlin 1994, pp. 197-199, Berkovitz 2002, section 5, and Kastner 2006). It is noteworthy, however, that while the violation of λ-independence is sufficient for circumventing Bell's theorem, the failure of this condition per se does not substantiate locality. The challenge of providing a local model of the EPR/B experiment also applies to models that violate λ-independence. (For more about these issues, see sections 9 and 10.3.)"
968,968,Action at a Distance in Quantum Mechanics,2. Bell's theorem and non-locality,,44,qm-action-distance,"First published Fri Jan 26, 2007","  In any case, as Bell's theorem demonstrates, factorizability, λ-independence and empirical adequacy jointly imply the Bell inequalities, which are violated by the predictions of orthodox quantum mechanics (Bell 1964, 1966, 1971, 1975a,b). Granted the systematic confirmation of the predictions of orthodox quantum mechanics and the plausibility of λ-independence, Bell inferred that factorizability fails in the EPR/B experiment. Thus, interpreting factorizability as a locality condition, he concluded that the quantum realm is non-local. (For further discussions of Bell's theorem, the Bell inequalities and non-locality, see Bell 1966, 1971, 1975a,b, 1981, Clauser et al 1969, Clauser and Horne 1974, Shimony 1993, chapter 8, Fine 1982a,b, Redhead 1987, chapter 4, Butterfield 1989, 1992a, Pitowsky 1989, Greenberger, Horne and Zeilinger 1989, Greenberger, Horne, Shimony and Zeilinger 1990, Mermin 1990, and the entry on Bell's theorem.)"
969,969,Action at a Distance in Quantum Mechanics,3. The analysis of factorizability,,45,qm-action-distance,"First published Fri Jan 26, 2007","  Following Bell's work, a broad consensus has it that the quantum realm involves some type of non-locality (for examples, see Clauser and Horne 1974, Jarrett 1984,1989, Shimony 1984, Redhead 1987, Butterfield 1989, 1992a,b, 1994, Howard 1989, Healey 1991, 1992, 1994, Teller 1989, Clifton, Butterfield and Redhead 1990, Clifton 1991, Maudlin 1994, Berkovitz 1995a,b, 1998a,b, and references  therein).[5]  But there is an ongoing controversy as to its exact nature and its compatibility with relativity theory. One aspect of this controversy is over whether the analysis of factorizability and the different ways it could be violated may shed light on these issues. Factorizability is equivalent to the conjunction of two conditions (Jarrett 1984, 1989, Shimony  1984):[6]"
970,970,Action at a Distance in Quantum Mechanics,3. The analysis of factorizability,,46,qm-action-distance,"First published Fri Jan 26, 2007"," Parameter independence. The probability of a distant measurement outcome in the EPR/B experiment is independent of the setting of the nearby measurement apparatus. Or formally, for any pair's state λ, L-setting l, R-setting r, L-outcome xl and R-outcome yr:    PI      Pλ l r(xl) = Pλ l(xl)    and     Pλ l r(yr) = Pλ r(yr).        "
971,971,Action at a Distance in Quantum Mechanics,3. The analysis of factorizability,,47,qm-action-distance,"First published Fri Jan 26, 2007"," Outcome independence. The probability of a distant measurement outcome in the EPR/B experiment is independent of the nearby measurement outcome. Or formally, for any pair's state λ, L-setting l, R-setting r, L-outcome xl and R-outcome yr:        Pλ l r(xl / yr) = Pλ l r(xl)     and     Pλ l r(yr / xl) = Pλ l r(yr)               Pλ l r(yr) > 0     Pλ l r(xl) > 0,        "
972,972,Action at a Distance in Quantum Mechanics,3. The analysis of factorizability,,48,qm-action-distance,"First published Fri Jan 26, 2007","  or more generally,     OI  Pλ l r(xl & yr) = Pλ l r(xl) · Pλ l r(yr).     "
973,973,Action at a Distance in Quantum Mechanics,3. The analysis of factorizability,,49,qm-action-distance,"First published Fri Jan 26, 2007","  Assuming λ-independence (see section 2), any empirically adequate theory will have to violate OI or PI. A common view has it that violations of PI involve a different type of non-locality than violations of OI: Violations of PI involve some type of action-at-a-distance that is impossible to reconcile with relativity (Shimony 1984, Redhead 1987, p. 108), whereas violations of OI involve some type of holism, non-separability and/or passion-at-a-distance that may be possible to reconcile with relativity (Shimony 1984, Readhead 1987, pp. 107, 168-169, Howard 1989, Teller 1989)."
974,974,Action at a Distance in Quantum Mechanics,3. The analysis of factorizability,,50,qm-action-distance,"First published Fri Jan 26, 2007","  On the other hand, there is the view that the analysis above (as well as other similar analyses of  factorizability[7])  is immaterial for studying quantum non-locality (Butterfield 1992a, pp. 63-64, Jones and Clifton 1993, Maudlin 1994, pp. 96 and 149) and even misleading (Maudlin 1994, pp. 94-95 and 97-98). On this alternative view, the way to examine the nature of quantum non-locality is to study the ontology postulated by the various interpretations of quantum mechanics and alternative quantum  theories.[8]  In sections 4-7, we shall follow this methodology and discuss the nature of non-locality postulated by several quantum theories. The discussion in these sections will furnish the ground for evaluating the above controversy in section 8."
975,975,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.1 Action at a distance,0,qm-action-distance,"First published Fri Jan 26, 2007","  In orthodox quantum mechanics as well as in any other current quantum theory that postulates non-locality (i.e., influences between distant, space-like separated systems), the influences between the distant measurement events in the EPR/B experiment do not propagate continuously in space-time. They seem to involve action at a distance. Yet, a common view has it that these influences are due to some type of holism and/or non-separability of states of composite systems, which are characteristic of systems in entangled states (like the spin singlet state), and which exclude the very possibility of action at a distance. The paradigm case of action at a distance is the Newtonian gravitational force. This force acts between distinct objects that are separated by some (non-vanishing) spatial distance, its influence is symmetric (in that any two massive objects influence each other), instantaneous and does not propagate continuously in space. And it is frequently claimed or presupposed that such action at a distance could only exist between systems with separate states in non-holistic universes (i.e., universes in which the states of composite systems are determined by, or supervene upon the states of their subsystems and the spacetime relations between them), which are commonly taken to characterize the classical  realm.[9]"
976,976,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.1 Action at a distance,1,qm-action-distance,"First published Fri Jan 26, 2007","  In sections 4.2 and 4.3, we shall briefly review the relevant notions of holism and non-separability (for a more comprehensive review, see the entry on holism and nonseparability in physics and Healey 1991). In section 5, we shall discuss the nature of holism and non-separability in the quantum realm as depicted by various quantum theories. Based on this discussion, we shall consider whether the non-local influences in the EPR/B experiment constitute action at a distance."
977,977,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,0,qm-action-distance,"First published Fri Jan 26, 2007","  In the literature, there are various characterizations of holism. Discussions of quantum non-locality frequently focus on property holism, where certain physical properties of objects are not determined by the physical properties of their parts. The intuitive idea is that some intrinsic properties of wholes (e.g. physical systems) are not determined by the intrinsic properties of their parts and the spatiotemporal relations that obtain between these parts. This idea can be expressed in terms of supervenience relations."
978,978,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,1,qm-action-distance,"First published Fri Jan 26, 2007",  Property Holism. Some objects have intrinsic qualitative properties and/or relations that do not supervene upon the intrinsic qualitative properties and relations of their parts and the spatiotemporal relations between these parts.
979,979,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,2,qm-action-distance,"First published Fri Jan 26, 2007","  It is difficult to give a general precise specification of the terms ‘intrinsic qualitative property’ and ‘supervenience.’ Intuitively, a property of an object is intrinsic just in case that object has this property in and for itself and independently of the existence or the state of any other object. A property is qualitative (as opposed to individual) if it does not depend on the existence of any particular object. And the intrinsic qualitative properties of an object O supervene upon the intrinsic qualitative properties and relations of its parts and the spatiotemporal relations between them just in case there is no change in the properties and relations of O without a change in the properties and relations of its parts and/or the spatiotemporal relations between them. (For attempts to analyze the term ‘intrinsic property,’ see for example Langton and Lewis 1998 and the entry on intrinsic vs. extrinsic properties. For a review of different types of supervenience, see for example Kim 1978, McLaughlin 1994 and the entry on supervenience.)"
980,980,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,3,qm-action-distance,"First published Fri Jan 26, 2007","  Paul Teller (1989, p. 213) proposes a related notion of holism, ‘relational holism,’ which is characterized as the violation of the following condition:"
981,981,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,4,qm-action-distance,"First published Fri Jan 26, 2007",  Particularism. The world is composed of individuals. All individuals have non-relational properties and all relations supervene on the non-relational properties of the relata.
982,982,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,5,qm-action-distance,"First published Fri Jan 26, 2007","  Here, by a non-relational property Teller means an intrinsic property (1986a, p. 72); and by ‘the supervenience of a relational property on the non-relational properties of the relata,’ he means that ‘if two objects, 1 and 2, bear a relation R to each other, then, necessarily, if two further objects, 1′ and 2′ have the same non-relational properties, then 1′ and 2′ will also bear the same relation R to each other’ (1989, p. 213). Teller (1986b, pp.  425-7) believes that spatiotemporal relations between objects supervene upon the objects’ intrinsic physical properties. Thus, he does not include the spatiotemporal relations in the supervenience basis.  This view is controversial, however, as many believe that spatiotemporal relations between objects are neither intrinsic nor supervene upon the intrinsic qualitative properties of these objects.  But, if such supervenience does not obtain, particularism will also be violated in classical physics, and accordingly relational holism will fail to mark the essential distinction between the classical and the quantum realms. Yet, one may slightly revise Teller's definition of particularism as follows:"
983,983,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,6,qm-action-distance,"First published Fri Jan 26, 2007",  Particularism*. The world is composed of individuals. All individuals have non-relational properties and all relations supervene upon the non-relational properties of the relata and the spatiotemporal relations between them.
984,984,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.2 Holism,7,qm-action-distance,"First published Fri Jan 26, 2007","  In what follows in this entry, by relational holism we shall mean a violation of particularism*."
985,985,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,0,qm-action-distance,"First published Fri Jan 26, 2007","  Like holism, there are various notions of non-separability on offer. The most common notion in the literature is state non-separability, i.e., the violation of the following condition:"
986,986,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,1,qm-action-distance,"First published Fri Jan 26, 2007","  State separability. Each system possesses a separate state that determines its qualitative intrinsic properties, and the state of any composite system is wholly determined by the separate states of its subsystems."
987,987,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,2,qm-action-distance,"First published Fri Jan 26, 2007","  The term ‘wholly determined’ is vague. But, as before, one may spell it out in terms of supervenience relations: State separability obtains just in case each system possesses a separate state that determines its qualitative intrinsic properties and relations, and the state of any composite system is supervenient upon the separate states of its subsystems."
988,988,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,3,qm-action-distance,"First published Fri Jan 26, 2007","  Another notion of non-separability is spatiotemporal non-separability. Inspired by Einstein (1948), Howard (1989, pp. 225-6) characterizes spatiotemporal non-separability as the violation of the following separability condition:"
989,989,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,4,qm-action-distance,"First published Fri Jan 26, 2007","  Spatiotemporal separability. The contents of any two regions of space-time separated by a non-vanishing spatiotemporal interval constitute two separate physical systems. Each separated space-time region possesses its own, distinct state and the joint state of any two separated space-time regions is wholly determined by the separated states of these regions."
990,990,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,5,qm-action-distance,"First published Fri Jan 26, 2007","  A different notion of spatiotemporal non-separability, proposed by Healey (see the entry on holism and nonseparability in physics), is process non-separability. It is the violation of the following condition:"
991,991,Action at a Distance in Quantum Mechanics,"4. Action at a distance, holism and non-separability",4.3 Non-separability,6,qm-action-distance,"First published Fri Jan 26, 2007",  Process separability. Any physical process occupying a spacetime region R supervenes upon an assignment of qualitative intrinsic physical properties at spacetime points in R.
992,992,Action at a Distance in Quantum Mechanics,"5. Holism, non-separability and action at a distance in quantum mechanics",,0,qm-action-distance,"First published Fri Jan 26, 2007","  The quantum realm as depicted by all the quantum theories that postulate non-locality, i.e., influences between distant (space-like separated) systems, involves some type of non-separability or holism. In what follows in this section, we shall consider the nature of the non-separability and holism manifested by various interpretations of quantum mechanics. On the basis of this consideration, we shall address the question of whether these interpretations predicate the existence of action at a distance.  We start with the so-called ‘collapse theories.’"
993,993,Action at a Distance in Quantum Mechanics,"5. Holism, non-separability and action at a distance in quantum mechanics",5.1 Collapse theories,0,qm-action-distance,"First published Fri Jan 26, 2007","  In orthodox quantum mechanics, normalized vectors in Hilbert spaces represent states of physical systems. When the Hilbert space is of infinite dimension, state vectors can be represented by functions, the so-called ‘wave functions.’ In any given basis, there is a unique wave function that corresponds to the state vector in that basis. (For an entry level review of the highlights of the mathematical formalism and the basic principles of quantum mechanics, see the entry on quantum mechanics, Albert 1992, Hughes 1989, Part I, and references therein; for more advanced reviews, see Bohm 1951 and Redhead 1987, chapters 1-2 and the mathematical appendix.)"
